strat_name,opti,params_strat,sharpe
indicator_strat_creator,strat_optimizer,"{'RSI_period': 11, 'overbought_threshold': 66, 'oversold_threshold': 27, 'reg_method': 'lasso'}",-0.0
indicator_strat_creator,strat_optimizer,"{'RSI_period': 11, 'overbought_threshold': 67, 'oversold_threshold': 25, 'reg_method': 'elastic_net'}",-0.01
indicator_strat_creator,strat_optimizer,"{'RSI_period': 13, 'overbought_threshold': 65, 'oversold_threshold': 35, 'reg_method': 'svr'}",0.01
indicator_strat_creator,strat_optimizer,"{'RSI_period': 13, 'overbought_threshold': 74, 'oversold_threshold': 28, 'reg_method': 'linear'}",-0.0
indicator_strat_creator,strat_optimizer,"{'RSI_period': 13, 'overbought_threshold': 71, 'oversold_threshold': 30, 'reg_method': 'ridge'}",0.01
indicator_strat_creator,strat_optimizer,"{'RSI_period': 8, 'overbought_threshold': 70, 'oversold_threshold': 33, 'reg_method': 'lasso'}",-0.0
indicator_strat_creator,strat_optimizer,"{'RSI_period': 15, 'overbought_threshold': 71, 'oversold_threshold': 32, 'reg_method': 'lasso'}",0.01
indicator_strat_creator,strat_optimizer,"{'RSI_period': 14, 'overbought_threshold': 68, 'oversold_threshold': 35, 'reg_method': 'logistic'}",-0.0
indicator_strat_creator,strat_optimizer,"{'RSI_period': 11, 'overbought_threshold': 74, 'oversold_threshold': 28, 'reg_method': 'ridge'}",-0.01
indicator_strat_creator,strat_optimizer,"{'RSI_period': 9, 'overbought_threshold': 75, 'oversold_threshold': 35, 'reg_method': 'linear'}",-0.01
indicator_strat_creator,strat_optimizer,"{'momentum': 9, 'reg_method': 'no_regression'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 8, 'reg_method': 'poly'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 9, 'reg_method': 'lasso'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 9, 'reg_method': 'elastic_net'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 11, 'reg_method': 'logistic'}",0.02
indicator_strat_creator,strat_optimizer,"{'momentum': 5, 'reg_method': 'linear'}",0.05
