strat_name,opti,params_strat,sharpe
indicator_strat_creator,strat_optimizer,"{'momentum': 15, 'reg_method': 'poly'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 15, 'reg_method': 'linear'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 14, 'reg_method': 'logistic'}",0.01
indicator_strat_creator,strat_optimizer,"{'momentum': 5, 'reg_method': 'lasso'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 6, 'reg_method': 'ridge'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 14, 'reg_method': 'elastic_net'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 8, 'reg_method': 'svr'}",0.01
indicator_strat_creator,strat_optimizer,"{'momentum': 8, 'reg_method': 'poly'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 14, 'reg_method': 'elastic_net'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 13, 'reg_method': 'bayesian'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 9, 'reg_method': 'no_regression'}",0.01
indicator_strat_creator,strat_optimizer,"{'momentum': 5, 'reg_method': 'bayesian'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 9, 'reg_method': 'svr'}",0.01
indicator_strat_creator,strat_optimizer,"{'momentum': 14, 'reg_method': 'elastic_net'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'ridge'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 7, 'reg_method': 'poly'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 14, 'reg_method': 'ridge'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 9, 'reg_method': 'bayesian'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'no_regression'}",0.0
indicator_strat_creator,strat_optimizer,"{'momentum': 5, 'reg_method': 'logistic'}",0.02
indicator_strat_creator,strat_optimizer,"{'momentum': 13, 'reg_method': 'logistic'}",0.01
indicator_strat_creator,strat_optimizer,"{'momentum': 6, 'reg_method': 'svr'}",0.01
indicator_strat_creator,strat_optimizer,"{'momentum': 11, 'reg_method': 'lasso'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 13, 'reg_method': 'bayesian'}",0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 20, 'threshold': 0.05910888631405192, 'reg_method': 'bayesian'}",-0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 7, 'threshold': 0.08226925099832019, 'reg_method': 'ridge'}",-0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 17, 'threshold': 0.07896312142921927, 'reg_method': 'elastic_net'}",-0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 9, 'threshold': 0.0819164204214669, 'reg_method': 'poly'}",-0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 7, 'threshold': 0.023812474198208998, 'reg_method': 'linear'}",-0.02
