timestamp,profit_loss,profit_loss_pct,equity
2024-05-02 10:00:00+02:00,-27.1,-0.0003,99822.77
2024-05-02 10:01:00+02:00,-27.1,-0.0003,99822.77
2024-05-02 10:02:00+02:00,-31.1,-0.0003,99818.77
2024-05-02 10:03:00+02:00,-32.1,-0.0003,99817.77
2024-05-02 10:04:00+02:00,-37.5,-0.0004,99812.37
2024-05-02 10:05:00+02:00,-39.6,-0.0004,99810.27
2024-05-02 10:06:00+02:00,-41.2,-0.0004,99808.67
2024-05-02 10:07:00+02:00,-39.1,-0.0004,99810.77
2024-05-02 10:08:00+02:00,-38.9,-0.0004,99810.97
2024-05-02 10:09:00+02:00,-38.1,-0.0004,99811.77
2024-05-02 10:10:00+02:00,-38.0,-0.0004,99811.87
2024-05-02 10:11:00+02:00,-38.0,-0.0004,99811.87
2024-05-02 10:12:00+02:00,-36.1,-0.0004,99813.77
2024-05-02 10:13:00+02:00,-37.7,-0.0004,99812.17
2024-05-02 10:14:00+02:00,-39.0,-0.0004,99810.87
2024-05-02 10:15:00+02:00,-45.4,-0.0005,99804.47
2024-05-02 10:16:00+02:00,-48.5,-0.0005,99801.37
2024-05-02 10:17:00+02:00,-47.1,-0.0005,99802.77
2024-05-02 10:18:00+02:00,-52.6,-0.0005,99797.27
2024-05-02 10:19:00+02:00,-52.7,-0.0005,99797.17
2024-05-02 10:20:00+02:00,-51.0,-0.0005,99798.87
2024-05-02 10:21:00+02:00,-52.1,-0.0005,99797.77
2024-05-02 10:22:00+02:00,-52.2,-0.0005,99797.67
2024-05-02 10:23:00+02:00,-47.4,-0.0005,99802.47
2024-05-02 10:24:00+02:00,-49.9,-0.0005,99799.97
2024-05-02 10:25:00+02:00,-47.1,-0.0005,99802.77
2024-05-02 10:26:00+02:00,-48.1,-0.0005,99801.77
2024-05-02 10:27:00+02:00,-50.4,-0.0005,99799.47
2024-05-02 10:28:00+02:00,-47.1,-0.0005,99802.77
2024-05-02 10:29:00+02:00,-46.1,-0.0005,99803.77
2024-05-02 10:30:00+02:00,-47.1,-0.0005,99802.77
2024-05-02 10:31:00+02:00,-47.6,-0.0005,99802.27
2024-05-02 10:32:00+02:00,-45.2,-0.0005,99804.67
2024-05-02 10:33:00+02:00,-46.6,-0.0005,99803.27
2024-05-02 10:34:00+02:00,-44.2,-0.0004,99805.67
2024-05-02 10:35:00+02:00,-45.1,-0.0005,99804.77
2024-05-02 10:36:00+02:00,-44.4,-0.0004,99805.47
2024-05-02 10:37:00+02:00,-44.4,-0.0004,99805.47
2024-05-02 10:38:00+02:00,-41.3,-0.0004,99808.57
2024-05-02 10:39:00+02:00,-39.3,-0.0004,99810.57
2024-05-02 10:40:00+02:00,-39.5,-0.0004,99810.37
2024-05-02 10:41:00+02:00,-38.6,-0.0004,99811.27
2024-05-02 10:42:00+02:00,-38.6,-0.0004,99811.27
2024-05-02 10:43:00+02:00,-42.8,-0.0004,99807.07
2024-05-02 10:44:00+02:00,-42.8,-0.0004,99807.07
2024-05-02 10:45:00+02:00,-42.7,-0.0004,99807.17
2024-05-02 10:46:00+02:00,-42.4,-0.0004,99807.47
2024-05-02 10:47:00+02:00,-42.7,-0.0004,99807.17
2024-05-02 10:48:00+02:00,-42.1,-0.0004,99807.77
2024-05-02 10:49:00+02:00,-42.2,-0.0004,99807.67
2024-05-02 10:50:00+02:00,-41.1,-0.0004,99808.77
2024-05-02 10:51:00+02:00,-39.1,-0.0004,99810.77
2024-05-02 10:52:00+02:00,-40.1,-0.0004,99809.77
2024-05-02 10:53:00+02:00,-41.3,-0.0004,99808.57
2024-05-02 10:54:00+02:00,-41.3,-0.0004,99808.57
2024-05-02 10:55:00+02:00,-41.3,-0.0004,99808.57
2024-05-02 10:56:00+02:00,-40.6,-0.0004,99809.27
2024-05-02 10:57:00+02:00,-40.6,-0.0004,99809.27
2024-05-02 10:58:00+02:00,-40.1,-0.0004,99809.77
2024-05-02 10:59:00+02:00,-37.1,-0.0004,99812.77
