,symbol,position,order,close,amount,returns,creturns,strategy,cstrategy,p&l,product_value
2024-05-15 15:30:00+02:00,TSLA,0.0,0.0,178.5749969482422,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-05-15 15:31:00+02:00,TSLA,0.0,0.0,177.72000122070312,0.0,-0.00478788039843491,0.9952121196015651,-0.0,1.0,0.0,0.0
2024-05-15 15:32:00+02:00,TSLA,0.0,0.0,176.7050018310547,0.0,-0.005711227676551452,0.9895282366000572,-0.0,1.0,0.0,0.0
2024-05-15 15:33:00+02:00,TSLA,0.0,0.0,176.82000732421875,0.0,0.0006508332643238799,0.9901722544924242,0.0,1.0,0.0,0.0
2024-05-15 15:34:00+02:00,TSLA,0.0,0.0,176.16000366210938,0.0,-0.003732629989654883,0.9864763078403816,-0.0,1.0,0.0,0.0
2024-05-15 15:35:00+02:00,TSLA,0.0,0.0,175.5800018310547,0.0,-0.0032924717245532238,0.9832283624898754,-0.0,1.0,0.0,0.0
2024-05-15 15:36:00+02:00,TSLA,0.0,0.0,175.08999633789062,0.0,-0.002790781911686913,0.9804843865607812,-0.0,1.0,0.0,0.0
2024-05-15 15:37:00+02:00,TSLA,0.0,0.0,174.77000427246094,0.0,-0.0018275862249272268,0.9786924668021465,-0.0,1.0,0.0,0.0
2024-05-15 15:38:00+02:00,TSLA,0.0,0.0,174.72999572753906,0.0,-0.000228921118863755,0.9784684234276226,-0.0,1.0,0.0,0.0
2024-05-15 15:39:00+02:00,TSLA,0.0,0.0,174.0500030517578,0.0,-0.003891676829441351,0.9746605405358293,-0.0,1.0,0.0,0.0
2024-05-15 15:40:00+02:00,TSLA,0.0,0.0,174.51199340820312,0.0,0.0026543541990512285,0.97724763483425,0.0,1.0,0.0,0.0
2024-05-15 15:41:00+02:00,TSLA,0.0,0.0,174.4499969482422,0.0,-0.000355256156039206,0.9769004615960004,-0.0,1.0,0.0,0.0
2024-05-15 15:42:00+02:00,TSLA,0.0,0.0,174.41529846191406,0.0,-0.00019890218936730473,0.976706153955395,-0.0,1.0,0.0,0.0
2024-05-15 15:43:00+02:00,TSLA,0.0,0.0,174.30999755859375,0.0,-0.0006037366231569783,0.9761164806801893,-0.0,1.0,0.0,0.0
2024-05-15 15:44:00+02:00,TSLA,0.0,0.0,174.0301971435547,0.0,-0.001605188566106247,0.9745496296662136,-0.0,1.0,0.0,0.0
2024-05-15 15:45:00+02:00,TSLA,0.0,0.0,174.3000030517578,0.0,0.001550339611352428,0.9760605125603141,0.0,1.0,0.0,0.0
2024-05-15 15:46:00+02:00,TSLA,0.0,0.0,174.1300048828125,0.0,-0.000975319368725611,0.9751085418373657,-0.0,1.0,0.0,0.0
2024-05-15 15:48:00+02:00,TSLA,0.0,0.0,174.52000427246094,0.0,0.0022397023988536763,0.9772924947776616,0.0,1.0,0.0,0.0
2024-05-15 15:49:00+02:00,TSLA,0.0,0.0,173.52999877929688,0.0,-0.005672733606048188,0.9717485747995976,-0.0,1.0,0.0,0.0
2024-05-15 15:50:00+02:00,TSLA,0.0,0.0,173.44000244140625,0.0,-0.0005186212097257392,0.9712446053781858,-0.0,1.0,0.0,0.0
2024-05-15 15:51:00+02:00,TSLA,0.0,0.0,173.6531982421875,0.0,0.001229219313769755,0.9724384780055113,0.0,1.0,0.0,0.0
2024-05-15 15:52:00+02:00,TSLA,0.0,0.0,173.83999633789062,0.0,0.0010756962589459759,0.9734845264383569,0.0,1.0,0.0,0.0
2024-05-15 15:53:00+02:00,TSLA,0.0,0.0,173.7100067138672,0.0,-0.0007477544107328345,0.9727565990899325,-0.0,1.0,0.0,0.0
2024-05-15 15:54:00+02:00,TSLA,0.0,0.0,173.72999572753906,0.0,0.00011507116976168585,0.9728685353296832,0.0,1.0,0.0,0.0
2024-05-15 15:55:00+02:00,TSLA,0.0,0.0,173.8302001953125,0.0,0.0005767827677299219,0.9734296691361279,0.0,1.0,0.0,0.0
2024-05-15 15:56:00+02:00,TSLA,0.0,0.0,173.90049743652344,0.0,0.0004044017732934368,0.973823325820503,0.0,1.0,0.0,0.0
2024-05-15 15:57:00+02:00,TSLA,0.0,0.0,173.91000366210938,0.0,5.4664740619315534e-05,0.973876559620018,0.0,1.0,0.0,0.0
2024-05-15 15:58:00+02:00,TSLA,0.0,0.0,173.77999877929688,0.0,-0.0007475411424007968,0.9731485468240823,-0.0,1.0,0.0,0.0
2024-05-15 15:59:00+02:00,TSLA,0.0,0.0,174.07009887695312,0.0,0.0016693526280011162,0.9747730749081586,0.0,1.0,0.0,0.0
2024-05-15 16:00:00+02:00,TSLA,0.0,0.0,174.07000732421875,0.0,-5.259532508206186e-07,0.9747725622230909,-0.0,1.0,0.0,0.0
2024-05-15 16:01:00+02:00,TSLA,0.0,0.0,174.42539978027344,0.0,0.002041663934630288,0.976762720207849,0.0,1.0,0.0,0.0
2024-05-15 16:02:00+02:00,TSLA,0.0,0.0,174.31100463867188,0.0,-0.0006558399278182418,0.9761221202159324,-0.0,1.0,0.0,0.0
2024-05-15 16:03:00+02:00,TSLA,0.0,0.0,174.4199981689453,0.0,0.0006252819809017191,0.9767324717888629,0.0,1.0,0.0,0.0
2024-05-15 16:04:00+02:00,TSLA,0.0,0.0,174.4600067138672,0.0,0.00022938049158286448,0.9769565151633869,0.0,1.0,0.0,0.0
2024-05-15 16:05:00+02:00,TSLA,0.0,0.0,174.5800018310547,0.0,0.0006878087387919493,0.9776284743919361,0.0,1.0,0.0,0.0
2024-05-15 16:06:00+02:00,TSLA,0.0,0.0,174.25999450683594,0.0,-0.0018330124920518036,0.9758364691857901,-0.0,1.0,0.0,0.0
2024-05-15 16:07:00+02:00,TSLA,0.0,0.0,173.88999938964844,0.0,-0.0021232361348030786,0.9737645379327563,-0.0,1.0,0.0,0.0
2024-05-15 16:08:00+02:00,TSLA,0.0,0.0,173.8249969482422,0.0,-0.00037381356969582894,0.9734005315347884,-0.0,1.0,0.0,0.0
2024-05-15 16:09:00+02:00,TSLA,0.0,0.0,173.81320190429688,0.0,-6.785585590330585e-05,0.9733344806085844,-0.0,1.0,0.0,0.0
2024-05-15 16:10:00+02:00,TSLA,0.0,0.0,174.08009338378906,0.0,0.0015355075251369016,0.9748290430280341,0.0,1.0,0.0,0.0
