timestamp,profit_loss,profit_loss_pct,equity
2024-05-03 10:00:00+02:00,-5.6,-0.0001,99844.07
2024-05-03 10:01:00+02:00,-5.6,-0.0001,99844.07
2024-05-03 10:02:00+02:00,-5.5,-0.0001,99844.17
2024-05-03 10:03:00+02:00,-4.4,0.0,99845.27
2024-05-03 10:04:00+02:00,-6.3,-0.0001,99843.37
2024-05-03 10:05:00+02:00,-6.0,-0.0001,99843.67
2024-05-03 10:06:00+02:00,-4.4,0.0,99845.27
2024-05-03 10:07:00+02:00,-4.4,0.0,99845.27
2024-05-03 10:08:00+02:00,-3.2,0.0,99846.47
2024-05-03 10:09:00+02:00,-5.4,-0.0001,99844.27
2024-05-03 10:10:00+02:00,-5.0,-0.0001,99844.67
2024-05-03 10:11:00+02:00,-4.4,0.0,99845.27
2024-05-03 10:12:00+02:00,-4.4,0.0,99845.27
2024-05-03 10:13:00+02:00,-4.4,0.0,99845.27
2024-05-03 10:14:00+02:00,-2.1,0.0,99847.57
2024-05-03 10:15:00+02:00,-2.1,0.0,99847.57
2024-05-03 10:16:00+02:00,-0.1,0.0,99849.57
2024-05-03 10:17:00+02:00,-0.4,0.0,99849.27
2024-05-03 10:18:00+02:00,-1.2,0.0,99848.47
2024-05-03 10:19:00+02:00,-1.2,0.0,99848.47
2024-05-03 10:20:00+02:00,-1.2,0.0,99848.47
2024-05-03 10:21:00+02:00,-0.3,0.0,99849.37
2024-05-03 10:22:00+02:00,-0.3,0.0,99849.37
2024-05-03 10:23:00+02:00,-0.4,0.0,99849.27
2024-05-03 10:24:00+02:00,-0.4,0.0,99849.27
2024-05-03 10:25:00+02:00,-0.4,0.0,99849.27
2024-05-03 10:26:00+02:00,-0.4,0.0,99849.27
2024-05-03 10:27:00+02:00,-0.9,0.0,99848.77
2024-05-03 10:28:00+02:00,-1.9,0.0,99847.77
2024-05-03 10:29:00+02:00,-1.9,0.0,99847.77
2024-05-03 10:30:00+02:00,-2.3,0.0,99847.37
2024-05-03 10:31:00+02:00,-2.1,0.0,99847.57
2024-05-03 10:32:00+02:00,-0.9,0.0,99848.77
2024-05-03 10:33:00+02:00,-0.1,0.0,99849.57
2024-05-03 10:34:00+02:00,0.6,0.0,99850.27
2024-05-03 10:35:00+02:00,3.9,0.0,99853.57
2024-05-03 10:36:00+02:00,5.1,0.0001,99854.77
2024-05-03 10:37:00+02:00,6.2,0.0001,99855.87
2024-05-03 10:38:00+02:00,5.1,0.0001,99854.77
2024-05-03 10:39:00+02:00,5.0,0.0001,99854.67
2024-05-03 10:40:00+02:00,5.6,0.0001,99855.27
2024-05-03 10:41:00+02:00,8.1,0.0001,99857.77
2024-05-03 10:42:00+02:00,7.1,0.0001,99856.77
2024-05-03 10:43:00+02:00,7.0,0.0001,99856.67
2024-05-03 10:44:00+02:00,7.6,0.0001,99857.27
2024-05-03 10:45:00+02:00,8.0,0.0001,99857.67
2024-05-03 10:46:00+02:00,8.0,0.0001,99857.67
2024-05-03 10:47:00+02:00,7.6,0.0001,99857.27
2024-05-03 10:48:00+02:00,7.6,0.0001,99857.27
2024-05-03 10:49:00+02:00,7.4,0.0001,99857.07
2024-05-03 10:50:00+02:00,8.1,0.0001,99857.77
2024-05-03 10:51:00+02:00,9.2,0.0001,99858.87
2024-05-03 10:52:00+02:00,13.1,0.0001,99862.77
2024-05-03 10:53:00+02:00,14.8,0.0001,99864.47
2024-05-03 10:54:00+02:00,14.1,0.0001,99863.77
2024-05-03 10:55:00+02:00,14.1,0.0001,99863.77
2024-05-03 10:56:00+02:00,12.9,0.0001,99862.57
2024-05-03 10:57:00+02:00,13.0,0.0001,99862.67
2024-05-03 10:58:00+02:00,10.1,0.0001,99859.77
2024-05-03 10:59:00+02:00,8.6,0.0001,99858.27
2024-05-03 11:00:00+02:00,8.2,0.0001,99857.87
2024-05-03 11:01:00+02:00,8.2,0.0001,99857.87
2024-05-03 11:02:00+02:00,9.4,0.0001,99859.07
2024-05-03 11:03:00+02:00,10.1,0.0001,99859.77
2024-05-03 11:04:00+02:00,9.9,0.0001,99859.57
2024-05-03 11:05:00+02:00,6.5,0.0001,99856.17
2024-05-03 11:06:00+02:00,5.6,0.0001,99855.27
2024-05-03 11:07:00+02:00,5.5,0.0001,99855.17
