,symbol,position,order,close
2024-05-14 15:30:00+02:00,MSFT,0.0,0.0,412.2200012207031
2024-05-14 15:31:00+02:00,MSFT,0.0,0.0,411.7300109863281
2024-05-14 15:32:00+02:00,MSFT,0.0,0.0,412.0155944824219
2024-05-14 15:33:00+02:00,MSFT,0.0,0.0,411.7950134277344
2024-05-14 15:34:00+02:00,MSFT,0.0,0.0,412.7550048828125
2024-05-14 15:35:00+02:00,MSFT,0.0,0.0,412.6099853515625
2024-05-14 15:36:00+02:00,MSFT,0.0,0.0,412.4750061035156
2024-05-14 15:37:00+02:00,MSFT,0.0,0.0,412.7699890136719
2024-05-14 15:38:00+02:00,MSFT,0.0,0.0,412.9801025390625
2024-05-14 15:39:00+02:00,MSFT,0.0,0.0,413.25
2024-05-14 15:40:00+02:00,MSFT,0.0,0.0,412.9599914550781
2024-05-14 15:41:00+02:00,MSFT,0.0,0.0,413.4599914550781
2024-05-14 15:42:00+02:00,MSFT,0.0,0.0,413.5130004882813
2024-05-14 15:43:00+02:00,MSFT,0.0,0.0,413.6700134277344
2024-05-14 15:44:00+02:00,MSFT,0.0,0.0,413.0799865722656
2024-05-14 15:45:00+02:00,MSFT,0.0,0.0,413.2200012207031
2024-05-14 15:46:00+02:00,MSFT,0.0,0.0,413.2300109863281
2024-05-14 15:47:00+02:00,MSFT,0.0,0.0,413.260009765625
2024-05-14 15:48:00+02:00,MSFT,0.0,0.0,413.1300048828125
2024-05-14 15:49:00+02:00,MSFT,0.0,0.0,412.8599853515625
2024-05-14 15:51:00+02:00,MSFT,0.0,0.0,412.8800048828125
2024-05-14 15:52:00+02:00,MSFT,0.0,0.0,412.4800109863281
2024-05-14 15:53:00+02:00,MSFT,0.0,0.0,412.4649963378906
2024-05-14 15:55:00+02:00,MSFT,0.0,0.0,412.239990234375
2024-05-14 15:56:00+02:00,MSFT,0.0,0.0,411.9500122070313
2024-05-14 15:59:00+02:00,MSFT,0.0,0.0,412.0499877929688
2024-05-14 16:00:00+02:00,MSFT,0.0,0.0,411.9700012207031
2024-05-14 16:01:00+02:00,MSFT,0.0,0.0,412.0799865722656
2024-05-14 16:02:00+02:00,MSFT,0.0,0.0,412.4599914550781
2024-05-14 16:03:00+02:00,MSFT,0.0,0.0,412.4949951171875
2024-05-14 16:04:00+02:00,MSFT,0.0,0.0,412.8006896972656
2024-05-14 16:05:00+02:00,MSFT,0.0,0.0,413.1900024414063
2024-05-14 16:06:00+02:00,MSFT,0.0,0.0,413.4500122070313
2024-05-14 16:07:00+02:00,MSFT,0.0,0.0,413.8500061035156
2024-05-14 16:08:00+02:00,MSFT,0.0,0.0,414.3599853515625
2024-05-14 16:09:00+02:00,MSFT,0.0,0.0,414.0
2024-05-14 16:10:00+02:00,MSFT,0.0,0.0,413.8349914550781
