,symbol,position,order,close,amount,returns,creturns,strategy,cstrategy,p&l,ptf_value
2024-03-25 01:24:00+01:00,BTC-USD,0.0,0.0,66940.171875,0.0,0.0003202344634625086,99600.53271603932,0.0,100000.0,0.0,100000.0
2024-03-25 01:25:00+01:00,BTC-USD,0.0,0.0,66953.140625,0.0,0.00019373643115552577,99619.8289677889,0.0,100000.0,0.0,100000.0
2024-03-25 01:26:00+01:00,BTC-USD,0.0,0.0,66968.0703125,0.0,0.00022298711248842183,99642.04290579702,0.0,100000.0,0.0,100000.0
2024-03-25 01:27:00+01:00,BTC-USD,0.0,0.0,66961.6796875,0.0,-9.542794006425404e-05,99632.53427089872,-0.0,100000.0,0.0,100000.0
2024-03-25 01:29:00+01:00,BTC-USD,0.0,0.0,66887.6171875,0.0,-0.0011060430435084433,99522.33639946127,-0.0,100000.0,0.0,100000.0
2024-03-25 01:30:00+01:00,BTC-USD,0.0,0.0,66887.6796875,0.0,9.344031470697993e-07,99522.4293934456,0.0,100000.0,0.0,100000.0
2024-03-25 01:31:00+01:00,BTC-USD,0.0,0.0,66878.984375,0.0,-0.00012999871636487615,99509.49160537495,-0.0,100000.0,0.0,100000.0
2024-03-25 01:32:00+01:00,BTC-USD,0.0,0.0,66880.0703125,0.0,1.623735034478086e-05,99511.10737585276,0.0,100000.0,0.0,100000.0
2024-03-25 01:33:00+01:00,BTC-USD,0.0,0.0,66878.359375,0.0,-2.5582172566589287e-05,99508.5616655316,-0.0,100000.0,0.0,100000.0
2024-03-25 01:34:00+01:00,BTC-USD,0.0,0.0,66788.4921875,0.0,-0.001343740910211286,99374.84794030534,-0.0,100000.0,0.0,100000.0
2024-03-25 01:35:00+01:00,BTC-USD,0.0,0.0,66761.5078125,0.0,-0.0004040273124334785,99334.69778756853,-0.0,100000.0,0.0,100000.0
2024-03-25 01:36:00+01:00,BTC-USD,0.0,0.0,66739.453125,0.0,-0.00033035035041360496,99301.88253534617,-0.0,100000.0,0.0,100000.0
2024-03-25 01:37:00+01:00,BTC-USD,0.0,0.0,66679.15625,0.0,-0.0009034667228553201,99212.1665889586,-0.0,100000.0,0.0,100000.0
2024-03-25 01:38:00+01:00,BTC-USD,0.0,0.0,66602.15625,0.0,-0.0011547836584989782,99097.59800025739,-0.0,100000.0,0.0,100000.0
2024-03-25 01:39:00+01:00,BTC-USD,0.0,0.0,66693.1484375,0.0,0.001366204829141699,99232.98561720167,0.0,100000.0,0.0,100000.0
2024-03-25 01:40:00+01:00,BTC-USD,0.0,0.0,66643.171875,0.0,-0.0007493507754673544,99158.62530247749,-0.0,100000.0,0.0,100000.0
2024-03-25 01:41:00+01:00,BTC-USD,0.0,0.0,66656.7109375,0.0,0.000203157534659285,99178.77012433414,0.0,100000.0,0.0,100000.0
2024-03-25 01:42:00+01:00,BTC-USD,0.0,0.0,66545.0234375,0.0,-0.0016755627217298896,99012.58987432679,-0.0,100000.0,0.0,100000.0
2024-03-25 01:43:00+01:00,BTC-USD,0.0,0.0,66604.65625,0.0,0.0008961273047864797,99101.3177596308,0.0,100000.0,0.0,100000.0
2024-03-25 01:44:00+01:00,BTC-USD,0.0,0.0,66651.9453125,0.0,0.000709996345037814,99171.67933302856,0.0,100000.0,0.0,100000.0
2024-03-25 01:45:00+01:00,BTC-USD,0.0,0.0,66636.2890625,0.0,-0.00023489561972415236,99148.38433995255,-0.0,100000.0,0.0,100000.0
2024-03-25 01:46:00+01:00,BTC-USD,0.0,0.0,66622.2734375,0.0,-0.00021033021492019704,99127.53043896533,-0.0,100000.0,0.0,100000.0
2024-03-25 01:47:00+01:00,BTC-USD,0.0,0.0,66608.5390625,0.0,-0.00020615290189525813,99107.09501090762,-0.0,100000.0,0.0,100000.0
2024-03-25 01:48:00+01:00,BTC-USD,0.0,0.0,66619.75,0.0,0.00016831081506652734,99123.77580684779,0.0,100000.0,0.0,100000.0
2024-03-25 01:49:00+01:00,BTC-USD,0.0,0.0,66604.53125,0.0,-0.00022844201606880843,99101.13177166211,-0.0,100000.0,0.0,100000.0
2024-03-25 01:50:00+01:00,BTC-USD,0.0,0.0,66557.6640625,0.0,-0.0007036636490103667,99031.3979076586,-0.0,100000.0,0.0,100000.0
2024-03-25 01:51:00+01:00,BTC-USD,0.0,0.0,66574.828125,0.0,0.0002578825856009961,99056.93638060671,0.0,100000.0,0.0,100000.0
2024-03-25 01:52:00+01:00,BTC-USD,0.0,0.0,66558.6015625,0.0,-0.00024373420040278926,99032.79281742363,-0.0,100000.0,0.0,100000.0
2024-03-25 01:53:00+01:00,BTC-USD,0.0,0.0,66575.7265625,0.0,0.00025729206440611955,99058.27316913154,0.0,100000.0,0.0,100000.0
2024-03-25 01:54:00+01:00,BTC-USD,0.0,0.0,66608.2265625,0.0,0.0004881659078776952,99106.63004098594,0.0,100000.0,0.0,100000.0
2024-03-25 01:55:00+01:00,BTC-USD,0.0,0.0,66592.09375,0.0,-0.00024220450434695508,99082.62596877936,-0.0,100000.0,0.0,100000.0
2024-03-25 01:56:00+01:00,BTC-USD,0.0,0.0,66566.2890625,0.0,-0.0003875037717972338,99044.23107749691,-0.0,100000.0,0.0,100000.0
2024-03-25 01:57:00+01:00,BTC-USD,0.0,0.0,66564.296875,0.0,-2.9927873824083956e-05,99041.26689424622,-0.0,100000.0,0.0,100000.0
2024-03-25 01:58:00+01:00,BTC-USD,0.0,0.0,66604.890625,0.0,0.0006098426920400036,99101.66648707206,0.0,100000.0,0.0,100000.0
2024-03-25 01:59:00+01:00,BTC-USD,0.0,0.0,66586.1328125,0.0,-0.0002816281555901136,99073.75666752341,-0.0,100000.0,0.0,100000.0
2024-03-25 02:00:00+01:00,BTC-USD,0.0,0.0,66575.6953125,0.0,-0.00015675185746844578,99058.2266721394,-0.0,100000.0,0.0,100000.0
2024-03-25 02:01:00+01:00,BTC-USD,0.0,0.0,66598.3828125,0.0,0.00034077751487997276,99091.98348845314,0.0,100000.0,0.0,100000.0
2024-03-25 02:02:00+01:00,BTC-USD,0.0,0.0,66642.3359375,0.0,0.000659972857355184,99157.38150793701,0.0,100000.0,0.0,100000.0
2024-03-25 02:03:00+01:00,BTC-USD,0.0,0.0,66675.84375,0.0,0.0005028006901112386,99207.23790778883,0.0,100000.0,0.0,100000.0
2024-03-25 02:04:00+01:00,BTC-USD,0.0,0.0,66756.9921875,0.0,0.0012170590267183534,99327.9789722003,0.0,100000.0,0.0,100000.0
2024-03-25 02:05:00+01:00,BTC-USD,0.0,0.0,66743.8046875,0.0,-0.00019754484987820212,99308.35724150552,-0.0,100000.0,0.0,100000.0
2024-03-25 02:06:00+01:00,BTC-USD,0.0,0.0,66759.9765625,0.0,0.00024229776944419116,99332.41943495232,0.0,100000.0,0.0,100000.0
2024-03-25 02:07:00+01:00,BTC-USD,0.0,0.0,66698.0390625,0.0,-0.0009277639566277372,99240.26239647594,-0.0,100000.0,0.0,100000.0
2024-03-25 02:08:00+01:00,BTC-USD,0.0,0.0,66719.296875,0.0,0.0003187172036659155,99271.891975398,0.0,100000.0,0.0,100000.0
2024-03-25 02:09:00+01:00,BTC-USD,0.0,0.0,66745.921875,0.0,0.0003990599608668313,99311.50741272488,0.0,100000.0,0.0,100000.0
2024-03-25 02:10:00+01:00,BTC-USD,0.0,0.0,66723.234375,0.0,-0.00033990840732544755,99277.75059641113,-0.0,100000.0,0.0,100000.0
2024-03-25 02:11:00+01:00,BTC-USD,0.0,0.0,66719.2890625,0.0,-5.9129515182469e-05,99271.88035114996,-0.0,100000.0,0.0,100000.0
2024-03-25 02:12:00+01:00,BTC-USD,0.0,0.0,66728.6328125,0.0,0.0001400457068906586,99285.78295180811,0.0,100000.0,0.0,100000.0
2024-03-25 02:13:00+01:00,BTC-USD,0.0,0.0,66722.7421875,0.0,-8.827732191894291e-05,99277.0182687845,-0.0,100000.0,0.0,100000.0
2024-03-25 02:14:00+01:00,BTC-USD,0.0,0.0,66753.0703125,0.0,0.0004545395468725466,99322.14359968324,0.0,100000.0,0.0,100000.0
2024-03-25 02:15:00+01:00,BTC-USD,0.0,0.0,66790.90625,0.0,0.0005668044529318817,99378.43983295029,0.0,100000.0,0.0,100000.0
2024-03-25 02:16:00+01:00,BTC-USD,0.0,0.0,66878.40625,0.0,0.001310058583012564,99508.63141101984,0.0,100000.0,0.0,100000.0
2024-03-25 02:17:00+01:00,BTC-USD,0.0,0.0,66947.1015625,0.0,0.001027167307833386,99610.8434240525,0.0,100000.0,0.0,100000.0
2024-03-25 02:18:00+01:00,BTC-USD,0.0,0.0,66879.078125,0.0,-0.0010160774090644561,99509.63109635146,-0.0,100000.0,0.0,100000.0
2024-03-25 02:19:00+01:00,BTC-USD,0.0,0.0,66846.5546875,0.0,-0.0004863021203613518,99461.23935175293,-0.0,100000.0,0.0,100000.0
2024-03-25 02:20:00+01:00,BTC-USD,0.0,0.0,66849.4921875,0.0,4.3943925213984124e-05,99465.6100690167,0.0,100000.0,0.0,100000.0
2024-03-25 02:21:00+01:00,BTC-USD,0.0,0.0,66784.296875,0.0,-0.0009752551644990759,99368.60571910684,-0.0,100000.0,0.0,100000.0
2024-03-25 02:22:00+01:00,BTC-USD,0.0,0.0,66679.703125,0.0,-0.0015661428643288385,99212.98028632154,-0.0,100000.0,0.0,100000.0
2024-03-25 02:23:00+01:00,BTC-USD,0.0,0.0,66678.3203125,0.0,-2.0738132223050444e-05,99210.92279441813,-0.0,100000.0,0.0,100000.0
2024-03-25 02:25:00+01:00,BTC-USD,0.0,0.0,66725.7734375,0.0,0.0007116724713160492,99281.52847702478,0.0,100000.0,0.0,100000.0
2024-03-25 02:26:00+01:00,BTC-USD,0.0,0.0,66689.84375,0.0,-0.0005384679060131726,99228.06856027996,-0.0,100000.0,0.0,100000.0
2024-03-25 02:27:00+01:00,BTC-USD,0.0,0.0,66739.2890625,0.0,0.000741421927533006,99301.6384261373,0.0,100000.0,0.0,100000.0
2024-03-25 02:28:00+01:00,BTC-USD,0.0,0.0,66741.7109375,0.0,3.628859452985726e-05,99305.2419430303,0.0,100000.0,0.0,100000.0
2024-03-25 02:29:00+01:00,BTC-USD,0.0,0.0,66720.0234375,0.0,-0.0003249467191560188,99272.97303046592,-0.0,100000.0,0.0,100000.0
2024-03-25 02:30:00+01:00,BTC-USD,0.0,0.0,66745.25,0.0,0.0003780958279133548,99310.5077273933,0.0,100000.0,0.0,100000.0
2024-03-25 02:31:00+01:00,BTC-USD,0.0,0.0,66742.0703125,0.0,-4.7639157842692925e-05,99305.77665844024,-0.0,100000.0,0.0,100000.0
2024-03-25 02:32:00+01:00,BTC-USD,0.0,0.0,66733.0859375,0.0,-0.00013461336991695526,99292.40877319202,-0.0,100000.0,0.0,100000.0
2024-03-25 02:33:00+01:00,BTC-USD,0.0,0.0,66725.7109375,0.0,-0.00011051489521865033,99281.43548304045,-0.0,100000.0,0.0,100000.0
2024-03-25 02:34:00+01:00,BTC-USD,0.0,0.0,66709.84375,0.0,-0.00023779720406219912,99257.8266352673,-0.0,100000.0,0.0,100000.0
2024-03-25 02:35:00+01:00,BTC-USD,0.0,0.0,66640.9609375,0.0,-0.001032573434861328,99155.33564028166,-0.0,100000.0,0.0,100000.0
2024-03-25 02:36:00+01:00,BTC-USD,0.0,0.0,66627.84375,0.0,-0.00019683370881014317,99135.81852781925,-0.0,100000.0,0.0,100000.0
2024-03-25 02:37:00+01:00,BTC-USD,0.0,0.0,66657.4453125,0.0,0.00044428216244053373,99179.8628036501,0.0,100000.0,0.0,100000.0
2024-03-25 02:38:00+01:00,BTC-USD,0.0,0.0,66650.5859375,0.0,-0.00010290485883223144,99169.6567138693,-0.0,100000.0,0.0,100000.0
2024-03-25 02:39:00+01:00,BTC-USD,0.0,0.0,66718.03125,0.0,0.0010119237745823456,99270.00884721523,0.0,100000.0,0.0,100000.0
2024-03-25 02:40:00+01:00,BTC-USD,0.0,0.0,66703.6484375,0.0,-0.00021557609285720642,99248.60860657005,-0.0,100000.0,0.0,100000.0
2024-03-25 02:41:00+01:00,BTC-USD,0.0,0.0,66678.8125,0.0,-0.00037233251976120593,99211.65512204477,-0.0,100000.0,0.0,100000.0
2024-03-25 02:42:00+01:00,BTC-USD,0.0,0.0,66625.6953125,0.0,-0.0007966126796274303,99132.62185960772,-0.0,100000.0,0.0,100000.0
2024-03-25 02:43:00+01:00,BTC-USD,0.0,0.0,66619.484375,0.0,-9.322135357639912e-05,99123.3805824144,-0.0,100000.0,0.0,100000.0
2024-03-25 02:44:00+01:00,BTC-USD,0.0,0.0,66621.3984375,0.0,2.8731271608554837e-05,99126.22852318466,0.0,100000.0,0.0,100000.0
2024-03-25 02:45:00+01:00,BTC-USD,0.0,0.0,66626.28125,0.0,7.329195445485504e-05,99133.49367821087,0.0,100000.0,0.0,100000.0
2024-03-25 02:46:00+01:00,BTC-USD,0.0,0.0,66639.71875,0.0,0.0002016846767956151,99153.48738484297,0.0,100000.0,0.0,100000.0
2024-03-25 02:47:00+01:00,BTC-USD,0.0,0.0,66674.28125,0.0,0.0005186471469014115,99204.91305818045,0.0,100000.0,0.0,100000.0
2024-03-25 02:48:00+01:00,BTC-USD,0.0,0.0,66675.4453125,0.0,1.745894336131295e-05,99206.6450711387,0.0,100000.0,0.0,100000.0
2024-03-25 02:49:00+01:00,BTC-USD,0.0,0.0,66642.796875,0.0,-0.0004896620839498049,99158.06733857149,-0.0,100000.0,0.0,100000.0
2024-03-25 02:50:00+01:00,BTC-USD,0.0,0.0,66624.015625,0.0,-0.0002818196546466598,99130.1226462787,-0.0,100000.0,0.0,100000.0
2024-03-25 02:51:00+01:00,BTC-USD,0.0,0.0,66618.3515625,0.0,-8.501532738405845e-05,99121.6950664483,-0.0,100000.0,0.0,100000.0
2024-03-25 02:52:00+01:00,BTC-USD,0.0,0.0,66570.25,0.0,-0.0007220467239402056,99050.12457125417,-0.0,100000.0,0.0,100000.0
2024-03-25 02:53:00+01:00,BTC-USD,0.0,0.0,66504.84375,0.0,-0.0009825147119020884,98952.80636664717,-0.0,100000.0,0.0,100000.0
2024-03-25 02:54:00+01:00,BTC-USD,0.0,0.0,66483.3359375,0.0,-0.0003234021957987083,98920.80481178775,-0.0,100000.0,0.0,100000.0
2024-03-25 02:55:00+01:00,BTC-USD,0.0,0.0,66485.6953125,0.0,3.548821620831442e-05,98924.31533469642,0.0,100000.0,0.0,100000.0
2024-03-25 02:56:00+01:00,BTC-USD,0.0,0.0,66497.828125,0.0,0.0001824875628204328,98942.36779190553,0.0,100000.0,0.0,100000.0
2024-03-25 02:57:00+01:00,BTC-USD,0.0,0.0,66512.25,0.0,0.00021687738391831877,98963.82615379093,0.0,100000.0,0.0,100000.0
2024-03-25 02:59:00+01:00,BTC-USD,0.0,0.0,66543.8125,0.0,0.0004745366455051513,99010.78811588032,0.0,100000.0,0.0,100000.0
2024-03-25 03:00:00+01:00,BTC-USD,0.0,0.0,66563.6328125,0.0,0.0002978535757926404,99040.2788331627,0.0,100000.0,0.0,100000.0
2024-03-25 03:01:00+01:00,BTC-USD,0.0,0.0,66583.3984375,0.0,0.00029694330319495735,99069.68818070876,0.0,100000.0,0.0,100000.0
2024-03-25 03:02:00+01:00,BTC-USD,0.0,0.0,66627.3203125,0.0,0.0006596520458658813,99135.03970320047,0.0,100000.0,0.0,100000.0
2024-03-25 03:03:00+01:00,BTC-USD,0.0,0.0,66663.984375,0.0,0.0005502857135486722,99189.59229926122,0.0,100000.0,0.0,100000.0
2024-03-25 03:04:00+01:00,BTC-USD,0.0,0.0,66634.328125,0.0,-0.00044486164873039813,99145.46665369408,-0.0,100000.0,0.0,100000.0
2024-03-25 03:05:00+01:00,BTC-USD,0.0,0.0,66600.1953125,0.0,-0.0005122406642409587,99094.68031399892,-0.0,100000.0,0.0,100000.0
2024-03-25 03:06:00+01:00,BTC-USD,0.0,0.0,66605.890625,0.0,8.551495191983413e-05,99103.1543908215,0.0,100000.0,0.0,100000.0
2024-03-25 03:07:00+01:00,BTC-USD,0.0,0.0,66603.28125,0.0,-3.917633974284838e-05,99099.2718919755,-0.0,100000.0,0.0,100000.0
2024-03-25 03:08:00+01:00,BTC-USD,0.0,0.0,66606.96875,0.0,5.5365140137146024e-05,99104.75853705128,0.0,100000.0,0.0,100000.0
2024-03-25 03:09:00+01:00,BTC-USD,0.0,0.0,66592.0,0.0,-0.00022473249092273096,99082.48647780296,-0.0,100000.0,0.0,100000.0
2024-03-25 03:10:00+01:00,BTC-USD,0.0,0.0,66645.4765625,0.0,0.0008030478510932244,99162.05445564992,0.0,100000.0,0.0,100000.0
2024-03-25 03:11:00+01:00,BTC-USD,0.0,0.0,66635.46875,0.0,-0.00015016491765370893,99147.16379390823,-0.0,100000.0,0.0,100000.0
2024-03-25 03:12:00+01:00,BTC-USD,0.0,0.0,66609.515625,0.0,-0.0003894791390658597,99108.54804191295,-0.0,100000.0,0.0,100000.0
2024-03-25 03:13:00+01:00,BTC-USD,0.0,0.0,66589.609375,0.0,-0.00029884994378383907,99078.92945790212,-0.0,100000.0,0.0,100000.0
2024-03-25 03:14:00+01:00,BTC-USD,0.0,0.0,66502.6484375,0.0,-0.0013059235264510816,98949.53995294747,-0.0,100000.0,0.0,100000.0
2024-03-25 03:15:00+01:00,BTC-USD,0.0,0.0,66508.1328125,0.0,8.246852010945523e-05,98957.70017507291,0.0,100000.0,0.0,100000.0
2024-03-25 03:16:00+01:00,BTC-USD,0.0,0.0,66481.609375,0.0,-0.0003987999118058987,98918.23585297057,-0.0,100000.0,0.0,100000.0
2024-03-25 03:17:00+01:00,BTC-USD,0.0,0.0,66422.6484375,0.0,-0.000886875905296178,98830.50765299817,-0.0,100000.0,0.0,100000.0
2024-03-25 03:18:00+01:00,BTC-USD,0.0,0.0,66443.7734375,0.0,0.0003180391101068101,98861.93961970352,0.0,100000.0,0.0,100000.0
2024-03-25 03:19:00+01:00,BTC-USD,0.0,0.0,66497.765625,0.0,0.0008125996569232703,98942.27479792126,0.0,100000.0,0.0,100000.0
2024-03-25 03:20:00+01:00,BTC-USD,0.0,0.0,66553.953125,0.0,0.0008449532021400155,99025.87638983877,0.0,100000.0,0.0,100000.0
2024-03-25 03:21:00+01:00,BTC-USD,0.0,0.0,66559.953125,0.0,9.015242097987699e-05,99034.80381233498,0.0,100000.0,0.0,100000.0
2024-03-25 03:22:00+01:00,BTC-USD,0.0,0.0,66601.6015625,0.0,0.0006257281675331709,99096.77267864649,0.0,100000.0,0.0,100000.0
2024-03-25 03:23:00+01:00,BTC-USD,0.0,0.0,66587.7578125,0.0,-0.00020785911562515213,99076.1745111162,-0.0,100000.0,0.0,100000.0
2024-03-25 03:24:00+01:00,BTC-USD,0.0,0.0,66571.2890625,0.0,-0.00024732399079081845,99051.67059624383,-0.0,100000.0,0.0,100000.0
2024-03-25 03:25:00+01:00,BTC-USD,0.0,0.0,66607.8046875,0.0,0.0005485191215948599,99106.00233159176,0.0,100000.0,0.0,100000.0
2024-03-25 03:26:00+01:00,BTC-USD,0.0,0.0,66652.1484375,0.0,0.0006657440551906044,99171.98156347773,0.0,100000.0,0.0,100000.0
2024-03-25 03:27:00+01:00,BTC-USD,0.0,0.0,66628.5625,0.0,-0.0003538661251424871,99136.88795863917,-0.0,100000.0,0.0,100000.0
2024-03-25 03:28:00+01:00,BTC-USD,0.0,0.0,66669.25,0.0,0.0006106615312314444,99197.42704244152,0.0,100000.0,0.0,100000.0
2024-03-25 03:29:00+01:00,BTC-USD,0.0,0.0,66662.6328125,0.0,-9.925396640880166e-05,99187.58130435001,-0.0,100000.0,0.0,100000.0
2024-03-25 03:30:00+01:00,BTC-USD,0.0,0.0,66631.46875,0.0,-0.0004674892242503267,99141.21217891076,-0.0,100000.0,0.0,100000.0
2024-03-25 03:31:00+01:00,BTC-USD,0.0,0.0,66669.6484375,0.0,0.0005729978374519922,99198.01987909165,0.0,100000.0,0.0,100000.0
2024-03-25 03:32:00+01:00,BTC-USD,0.0,0.0,66772.53125,0.0,0.0015431731666689127,99351.09960155575,0.0,100000.0,0.0,100000.0
2024-03-25 03:33:00+01:00,BTC-USD,0.0,0.0,66767.3515625,0.0,-7.757213038108391e-05,99343.39272510396,-0.0,100000.0,0.0,100000.0
2024-03-25 03:34:00+01:00,BTC-USD,0.0,0.0,66732.203125,0.0,-0.0005264315069783475,99291.09523316333,-0.0,100000.0,0.0,100000.0
2024-03-25 03:35:00+01:00,BTC-USD,0.0,0.0,66733.1796875,0.0,1.4634051541363673e-05,99292.54826416858,0.0,100000.0,0.0,100000.0
2024-03-25 03:36:00+01:00,BTC-USD,0.0,0.0,66730.7265625,0.0,-3.6760199521251084e-05,99288.89825028341,-0.0,100000.0,0.0,100000.0
2024-03-25 03:37:00+01:00,BTC-USD,0.0,0.0,66694.9140625,0.0,-0.0005366718128935403,99235.61269725922,-0.0,100000.0,0.0,100000.0
2024-03-25 03:38:00+01:00,BTC-USD,0.0,0.0,66670.3359375,0.0,-0.00036851573085419626,99199.04281291933,-0.0,100000.0,0.0,100000.0
2024-03-25 03:39:00+01:00,BTC-USD,0.0,0.0,66630.1015625,0.0,-0.0006034824098939242,99139.17793550342,-0.0,100000.0,0.0,100000.0
2024-03-25 03:40:00+01:00,BTC-USD,0.0,0.0,66662.7421875,0.0,0.0004898780616352899,99187.74404382259,0.0,100000.0,0.0,100000.0
2024-03-25 03:41:00+01:00,BTC-USD,0.0,0.0,66665.5546875,0.0,4.218998360567554e-05,99191.92877311767,0.0,100000.0,0.0,100000.0
2024-03-25 03:42:00+01:00,BTC-USD,0.0,0.0,66681.0078125,0.0,0.00023180074136392822,99214.92153574461,0.0,100000.0,0.0,100000.0
2024-03-25 03:44:00+01:00,BTC-USD,0.0,0.0,66765.3828125,0.0,0.0012653528008642828,99340.4634145974,0.0,100000.0,0.0,100000.0
2024-03-25 03:45:00+01:00,BTC-USD,0.0,0.0,66721.2578125,0.0,-0.0006608963828443562,99274.8096616566,-0.0,100000.0,0.0,100000.0
2024-03-25 03:46:00+01:00,BTC-USD,0.0,0.0,66704.9921875,0.0,-0.00024378474766932062,99250.60797723332,-0.0,100000.0,0.0,100000.0
2024-03-25 03:47:00+01:00,BTC-USD,0.0,0.0,66707.9765625,0.0,4.4739904797698915e-05,99255.04843998534,0.0,100000.0,0.0,100000.0
2024-03-25 03:48:00+01:00,BTC-USD,0.0,0.0,66720.5546875,0.0,0.00018855503716583744,99273.76347933286,0.0,100000.0,0.0,100000.0
2024-03-25 03:49:00+01:00,BTC-USD,0.0,0.0,66710.546875,0.0,-0.00014999594273269658,99258.87281759115,-0.0,100000.0,0.0,100000.0
2024-03-25 03:50:00+01:00,BTC-USD,0.0,0.0,66707.4453125,0.0,-4.649283577020594e-05,99254.25799111852,-0.0,100000.0,0.0,100000.0
2024-03-25 03:51:00+01:00,BTC-USD,0.0,0.0,66671.5390625,0.0,-0.0005382645045360731,99200.83294711783,-0.0,100000.0,0.0,100000.0
2024-03-25 03:52:00+01:00,BTC-USD,0.0,0.0,66673.046875,0.0,2.2615534622450056e-05,99203.0764269899,0.0,100000.0,0.0,100000.0
2024-03-25 03:53:00+01:00,BTC-USD,0.0,0.0,66714.6796875,0.0,0.0006244324273653498,99265.02204480533,0.0,100000.0,0.0,100000.0
2024-03-25 03:54:00+01:00,BTC-USD,0.0,0.0,66741.4921875,0.0,0.0004018980549047547,99304.91646408521,0.0,100000.0,0.0,100000.0
2024-03-25 03:55:00+01:00,BTC-USD,0.0,0.0,66730.1328125,0.0,-0.00017019959589886866,99288.01480743225,-0.0,100000.0,0.0,100000.0
2024-03-25 03:56:00+01:00,BTC-USD,0.0,0.0,66703.109375,0.0,-0.00040496603799562535,99247.80653345522,-0.0,100000.0,0.0,100000.0
2024-03-25 03:57:00+01:00,BTC-USD,0.0,0.0,66707.0625,0.0,5.926447862836229e-05,99253.68840296444,0.0,100000.0,0.0,100000.0
