,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,beta,alpha
0,-12.84521488872291,-17.414628159087158,-0.0011982273237263197,-32.11013212288935,0.0003811175157583667,-0.09512229609692088
