,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,beta,alpha,treynor_ratio,information_ratio,tracking_error,VaR_95%,VaR_99%,CVaR_95%,CVaR_99%,jensen_alpha
0,-15.28868412959109,-15.80174468038831,-0.41149370890273274,-2.43017081030606,-4.086286994790785,330.16560620762027,0.01195759424615602,-0.048654389814796986,0.01144837519857605,-0.013022923362579899,-0.022891624525685425,-0.02390602316804158,-0.052889902835080355,-0.2205586849655631
