timestamp,profit_loss,profit_loss_pct,equity
2024-05-23 10:00:00+02:00,0.0,0.0,100000.0
2024-05-23 10:01:00+02:00,0.0,0.0,100000.0
2024-05-23 10:02:00+02:00,0.0,0.0,100000.0
2024-05-23 10:03:00+02:00,0.0,0.0,100000.0
2024-05-23 10:04:00+02:00,0.0,0.0,100000.0
2024-05-23 10:05:00+02:00,0.0,0.0,100000.0
2024-05-23 10:06:00+02:00,0.0,0.0,100000.0
2024-05-23 10:07:00+02:00,0.0,0.0,100000.0
2024-05-23 10:08:00+02:00,0.0,0.0,100000.0
2024-05-23 10:09:00+02:00,0.0,0.0,100000.0
2024-05-23 10:10:00+02:00,0.0,0.0,100000.0
2024-05-23 10:11:00+02:00,0.0,0.0,100000.0
2024-05-23 10:12:00+02:00,0.0,0.0,100000.0
2024-05-23 10:13:00+02:00,0.0,0.0,100000.0
2024-05-23 10:14:00+02:00,0.0,0.0,100000.0
2024-05-23 10:15:00+02:00,0.0,0.0,100000.0
2024-05-23 10:16:00+02:00,0.0,0.0,100000.0
2024-05-23 10:17:00+02:00,0.0,0.0,100000.0
2024-05-23 10:18:00+02:00,0.0,0.0,100000.0
2024-05-23 10:19:00+02:00,0.0,0.0,100000.0
2024-05-23 10:20:00+02:00,0.0,0.0,100000.0
2024-05-23 10:21:00+02:00,0.0,0.0,100000.0
2024-05-23 10:22:00+02:00,0.0,0.0,100000.0
2024-05-23 10:23:00+02:00,0.0,0.0,100000.0
2024-05-23 10:24:00+02:00,0.0,0.0,100000.0
2024-05-23 10:25:00+02:00,0.0,0.0,100000.0
2024-05-23 10:26:00+02:00,0.0,0.0,100000.0
2024-05-23 10:27:00+02:00,0.0,0.0,100000.0
2024-05-23 10:28:00+02:00,0.0,0.0,100000.0
2024-05-23 10:29:00+02:00,0.0,0.0,100000.0
2024-05-23 10:30:00+02:00,0.0,0.0,100000.0
2024-05-23 10:31:00+02:00,0.0,0.0,100000.0
2024-05-23 10:32:00+02:00,0.0,0.0,100000.0
2024-05-23 10:33:00+02:00,0.0,0.0,100000.0
2024-05-23 10:34:00+02:00,0.0,0.0,100000.0
2024-05-23 10:35:00+02:00,0.0,0.0,100000.0
2024-05-23 10:36:00+02:00,0.0,0.0,100000.0
2024-05-23 10:37:00+02:00,0.0,0.0,100000.0
2024-05-23 10:38:00+02:00,0.0,0.0,100000.0
2024-05-23 10:39:00+02:00,0.0,0.0,100000.0
2024-05-23 10:40:00+02:00,0.0,0.0,100000.0
2024-05-23 10:41:00+02:00,0.0,0.0,100000.0
2024-05-23 10:42:00+02:00,0.0,0.0,100000.0
2024-05-23 10:43:00+02:00,0.0,0.0,100000.0
2024-05-23 10:44:00+02:00,0.0,0.0,100000.0
2024-05-23 10:45:00+02:00,0.0,0.0,100000.0
2024-05-23 10:46:00+02:00,0.0,0.0,100000.0
2024-05-23 10:47:00+02:00,0.0,0.0,100000.0
2024-05-23 10:48:00+02:00,0.0,0.0,100000.0
2024-05-23 10:49:00+02:00,0.0,0.0,100000.0
2024-05-23 10:50:00+02:00,0.0,0.0,100000.0
2024-05-23 10:51:00+02:00,0.0,0.0,100000.0
2024-05-23 10:52:00+02:00,0.0,0.0,100000.0
2024-05-23 10:53:00+02:00,0.0,0.0,100000.0
2024-05-23 10:54:00+02:00,0.0,0.0,100000.0
2024-05-23 10:55:00+02:00,0.0,0.0,100000.0
2024-05-23 10:56:00+02:00,0.0,0.0,100000.0
2024-05-23 10:57:00+02:00,0.0,0.0,100000.0
2024-05-23 10:58:00+02:00,0.0,0.0,100000.0
2024-05-23 10:59:00+02:00,0.0,0.0,100000.0
2024-05-23 11:00:00+02:00,0.0,0.0,100000.0
2024-05-23 11:01:00+02:00,0.0,0.0,100000.0
2024-05-23 11:02:00+02:00,0.0,0.0,100000.0
2024-05-23 11:03:00+02:00,0.0,0.0,100000.0
2024-05-23 11:04:00+02:00,0.0,0.0,100000.0
